CLIENTNUM,Card_Category,Income_Category,Customer_Age,Total_Relationship_Count,Total_Trans_Ct,Months_Inactive_12_mon,Contacts_Count_12_mon,Avg_Utilization_Ratio,Actual_Attrition,Churn_Probability,Risk_Tier
771492408,Blue,Less than $40K,40,3,30,1,2,0.722,Existing Customer,0.2305,Medium
717513933,Blue,$120K +,38,2,90,2,1,0.0,Existing Customer,0.2303,Medium
710702733,Blue,$80K - $120K,46,6,69,3,3,0.0,Existing Customer,0.2302,Medium
714862083,Blue,Unknown,41,6,53,4,3,0.429,Existing Customer,0.23,Medium
778740708,Blue,Less than $40K,39,3,69,3,2,0.506,Existing Customer,0.23,Medium
769095558,Blue,$60K - $80K,59,3,45,2,2,0.172,Existing Customer,0.2299,Medium
716288208,Blue,$60K - $80K,48,2,77,1,1,0.0,Existing Customer,0.2298,Medium
717724233,Blue,$80K - $120K,43,2,116,1,3,0.074,Existing Customer,0.2298,Medium
711934308,Blue,$40K - $60K,38,5,62,2,3,0.0,Existing Customer,0.2298,Medium
713087958,Blue,$120K +,53,3,85,3,2,0.039,Existing Customer,0.2298,Medium
719810583,Blue,Less than $40K,64,4,34,3,2,0.636,Existing Customer,0.2296,Medium
711655683,Silver,$60K - $80K,55,4,62,2,4,0.0,Existing Customer,0.2294,Medium
768972558,Blue,$120K +,43,4,77,3,4,0.0,Existing Customer,0.2294,Medium
716768808,Blue,$120K +,57,6,43,2,4,0.082,Existing Customer,0.2293,Medium
721036233,Blue,$60K - $80K,61,4,42,3,3,0.171,Existing Customer,0.2292,Medium
710594358,Silver,Less than $40K,28,4,72,3,4,0.059,Existing Customer,0.2292,Medium
713734758,Blue,Unknown,35,4,50,2,2,0.353,Existing Customer,0.2292,Medium
713435058,Blue,Less than $40K,49,5,66,2,3,0.755,Existing Customer,0.2292,Medium
741116058,Blue,$40K - $60K,48,5,42,2,4,0.542,Existing Customer,0.2291,Medium
712037358,Blue,$60K - $80K,30,3,45,3,2,0.345,Existing Customer,0.229,Medium
714103908,Blue,Less than $40K,54,4,74,2,2,0.267,Existing Customer,0.2289,Medium
808950108,Blue,Less than $40K,39,4,72,5,2,0.597,Existing Customer,0.2285,Medium
711203658,Blue,$40K - $60K,46,3,88,6,1,0.596,Existing Customer,0.2281,Medium
812801958,Blue,Less than $40K,55,5,54,3,4,0.393,Existing Customer,0.227,Medium
715343883,Blue,Less than $40K,42,5,66,3,3,0.672,Existing Customer,0.2269,Medium
817908783,Silver,$120K +,44,2,107,3,1,0.062,Existing Customer,0.2269,Medium
708614058,Blue,Less than $40K,56,4,67,2,4,0.862,Existing Customer,0.2269,Medium
720824883,Blue,Less than $40K,48,3,50,1,2,0.774,Attrited Customer,0.2268,Medium
778231983,Blue,$40K - $60K,49,6,65,2,3,0.18,Existing Customer,0.2267,Medium
715321008,Blue,$120K +,39,6,63,3,3,0.073,Attrited Customer,0.2265,Medium
710164683,Blue,$60K - $80K,33,3,36,1,3,0.88,Existing Customer,0.2262,Medium
710056758,Blue,$40K - $60K,51,2,116,2,4,0.185,Existing Customer,0.2261,Medium
827695683,Blue,$120K +,40,4,77,2,5,0.039,Existing Customer,0.226,Medium
718917408,Blue,$40K - $60K,46,4,70,3,3,0.365,Existing Customer,0.226,Medium
718672233,Blue,Unknown,48,3,63,2,2,0.054,Existing Customer,0.226,Medium
712863183,Blue,$40K - $60K,46,2,114,3,3,0.083,Existing Customer,0.2258,Medium
794496033,Blue,$80K - $120K,57,6,36,1,3,0.099,Existing Customer,0.2258,Medium
717427983,Silver,Less than $40K,50,4,64,3,4,0.217,Existing Customer,0.2257,Medium
718068933,Blue,Less than $40K,36,5,61,2,4,0.265,Existing Customer,0.2256,Medium
716302383,Blue,$40K - $60K,47,3,44,1,3,0.146,Existing Customer,0.2253,Medium
717991533,Blue,$40K - $60K,44,3,105,3,2,0.38,Existing Customer,0.2253,Medium
715372083,Blue,Less than $40K,37,3,85,3,3,0.0,Existing Customer,0.2251,Medium
718343058,Blue,Less than $40K,52,1,105,2,3,0.48,Existing Customer,0.2251,Medium
709876008,Blue,Less than $40K,49,3,49,1,3,0.431,Existing Customer,0.225,Medium
719873808,Blue,$60K - $80K,34,3,53,2,2,0.291,Existing Customer,0.2249,Medium
788107683,Blue,$40K - $60K,35,6,43,2,3,0.248,Existing Customer,0.2248,Medium
718184883,Blue,Less than $40K,48,5,63,2,2,0.0,Existing Customer,0.2246,Medium
714532158,Blue,$60K - $80K,55,3,68,3,3,0.077,Existing Customer,0.2245,Medium
714241083,Blue,Unknown,49,1,58,1,3,0.383,Existing Customer,0.2244,Medium
719439108,Silver,$40K - $60K,42,3,100,3,2,0.105,Existing Customer,0.2244,Medium
717016833,Blue,$80K - $120K,39,6,69,4,2,0.0,Existing Customer,0.2243,Medium
799468083,Blue,$40K - $60K,51,2,97,2,2,0.1,Existing Customer,0.2243,Medium
721000833,Blue,$60K - $80K,49,1,110,3,2,0.0,Existing Customer,0.224,Medium
710208633,Blue,Less than $40K,37,5,42,2,2,0.798,Existing Customer,0.2238,Medium
714708183,Silver,$60K - $80K,58,4,74,3,3,0.0,Existing Customer,0.2238,Medium
818280108,Blue,Less than $40K,43,1,91,1,1,0.0,Existing Customer,0.2235,Medium
715989108,Blue,$80K - $120K,52,3,100,3,3,0.067,Existing Customer,0.2234,Medium
711578658,Blue,$40K - $60K,56,1,97,3,3,0.395,Existing Customer,0.2234,Medium
720755658,Blue,Less than $40K,42,6,70,6,0,0.0,Existing Customer,0.2232,Medium
821336133,Blue,Less than $40K,50,5,60,3,2,0.114,Existing Customer,0.2229,Medium
713447583,Blue,$40K - $60K,48,5,58,3,2,0.531,Existing Customer,0.2227,Medium
789297558,Blue,$120K +,36,6,51,3,2,0.274,Existing Customer,0.2227,Medium
721284258,Blue,$80K - $120K,53,4,39,1,3,0.351,Existing Customer,0.2227,Medium
714075708,Gold,$80K - $120K,48,4,71,3,1,0.041,Existing Customer,0.2225,Medium
710516283,Blue,$120K +,50,4,60,1,4,0.184,Existing Customer,0.2222,Medium
719270358,Blue,$40K - $60K,57,2,113,2,2,0.391,Existing Customer,0.2222,Medium
711709683,Blue,Less than $40K,53,6,48,1,4,0.401,Existing Customer,0.2222,Medium
713634108,Blue,Unknown,45,1,66,2,2,0.421,Existing Customer,0.222,Medium
720251358,Blue,Less than $40K,54,6,43,3,1,0.701,Attrited Customer,0.2218,Medium
721020858,Blue,Unknown,34,2,66,2,2,0.614,Existing Customer,0.2217,Medium
714159858,Blue,$40K - $60K,57,4,36,2,2,0.38,Existing Customer,0.2217,Medium
754654383,Blue,Less than $40K,30,4,35,2,0,0.465,Existing Customer,0.2216,Medium
711906033,Blue,Less than $40K,48,4,63,2,2,0.183,Existing Customer,0.2215,Medium
712493058,Blue,Unknown,42,6,72,3,2,0.0,Existing Customer,0.2213,Medium
720707283,Blue,$80K - $120K,48,5,42,3,0,0.164,Existing Customer,0.2212,Medium
718504983,Blue,Less than $40K,45,6,60,2,2,0.0,Existing Customer,0.2209,Medium
708811233,Blue,$80K - $120K,37,4,40,2,1,0.158,Existing Customer,0.2209,Medium
716497908,Blue,Unknown,49,3,65,1,2,0.0,Existing Customer,0.2207,Medium
714411108,Blue,Unknown,37,4,68,2,3,0.167,Existing Customer,0.2203,Medium
758382183,Blue,Less than $40K,50,2,93,3,3,0.186,Existing Customer,0.2203,Medium
720863133,Blue,Less than $40K,65,5,39,3,4,0.783,Existing Customer,0.2202,Medium
765847383,Blue,$120K +,50,4,78,5,3,0.0,Existing Customer,0.2201,Medium
715237683,Blue,Less than $40K,53,1,88,1,3,0.348,Existing Customer,0.2195,Medium
714818058,Blue,$40K - $60K,36,3,74,3,1,0.0,Existing Customer,0.2195,Medium
789114408,Blue,$40K - $60K,50,3,82,1,4,0.0,Existing Customer,0.2192,Medium
719362458,Blue,Less than $40K,47,5,74,3,3,0.0,Existing Customer,0.2192,Medium
751974258,Blue,$120K +,51,2,93,2,3,0.0,Existing Customer,0.2191,Medium
711856683,Blue,$40K - $60K,51,2,80,3,3,0.801,Existing Customer,0.2188,Medium
821872758,Silver,Less than $40K,65,4,49,2,4,0.2,Existing Customer,0.2187,Medium
789530208,Blue,Less than $40K,54,6,37,2,2,0.92,Existing Customer,0.2187,Medium
721183983,Blue,$120K +,48,6,37,3,1,0.029,Existing Customer,0.2187,Medium
710628783,Gold,$80K - $120K,38,6,45,1,3,0.033,Existing Customer,0.2186,Medium
780203883,Blue,Unknown,43,6,73,3,2,0.0,Existing Customer,0.2186,Medium
719655258,Blue,Less than $40K,64,3,72,2,4,0.0,Existing Customer,0.2186,Medium
787514433,Blue,Less than $40K,34,3,71,3,3,0.543,Existing Customer,0.2181,Medium
719954733,Blue,$80K - $120K,43,5,68,6,3,0.041,Existing Customer,0.218,Medium
790201158,Silver,Less than $40K,60,2,108,2,3,0.133,Existing Customer,0.2179,Medium
716948283,Blue,$80K - $120K,58,3,69,3,2,0.0,Existing Customer,0.2178,Medium
770920908,Silver,$40K - $60K,39,1,82,1,1,0.052,Existing Customer,0.2177,Medium
718201383,Blue,$60K - $80K,49,6,48,3,4,0.071,Existing Customer,0.2177,Medium
718451133,Blue,$60K - $80K,48,4,68,5,4,0.095,Existing Customer,0.2176,Medium
710864358,Blue,Unknown,51,6,81,6,2,0.0,Existing Customer,0.2175,Medium
716968683,Blue,Unknown,46,2,72,2,3,0.134,Existing Customer,0.2175,Medium
793543758,Blue,$120K +,47,3,77,2,4,0.074,Existing Customer,0.2174,Medium
712202433,Blue,Less than $40K,46,3,68,3,4,0.447,Existing Customer,0.2173,Medium
714635883,Blue,Less than $40K,48,3,109,3,2,0.555,Existing Customer,0.2173,Medium
717874533,Blue,$40K - $60K,46,5,51,2,2,0.0,Attrited Customer,0.2173,Medium
758331483,Silver,$60K - $80K,31,2,109,2,2,0.029,Existing Customer,0.2173,Medium
812218908,Blue,Less than $40K,46,2,51,3,2,0.619,Attrited Customer,0.217,Medium
713307708,Blue,$40K - $60K,64,6,37,3,2,0.869,Existing Customer,0.217,Medium
720182658,Blue,Unknown,44,4,72,2,3,0.052,Existing Customer,0.2167,Medium
708942408,Blue,$40K - $60K,46,3,116,2,2,0.254,Existing Customer,0.2166,Medium
789043008,Blue,Less than $40K,55,4,70,2,4,0.0,Existing Customer,0.2166,Medium
716766033,Blue,Less than $40K,40,5,65,2,3,0.702,Existing Customer,0.2163,Medium
779692608,Blue,$60K - $80K,36,6,115,3,5,0.0,Existing Customer,0.2163,Medium
811005858,Blue,Less than $40K,33,4,70,2,4,0.0,Existing Customer,0.2159,Medium
714527433,Blue,$80K - $120K,39,5,54,2,2,0.0,Attrited Customer,0.2158,Medium
720520308,Blue,Less than $40K,46,4,52,2,3,0.303,Attrited Customer,0.2158,Medium
712403358,Blue,$40K - $60K,55,4,76,4,4,0.484,Existing Customer,0.2158,Medium
710697408,Blue,Less than $40K,41,2,115,1,3,0.133,Existing Customer,0.2156,Medium
715339758,Blue,Unknown,64,3,64,3,1,0.066,Existing Customer,0.2155,Medium
716864733,Silver,$120K +,47,6,46,3,3,0.067,Existing Customer,0.2154,Medium
779400183,Blue,$60K - $80K,42,3,55,3,4,0.858,Existing Customer,0.2154,Medium
711286533,Blue,$60K - $80K,43,5,62,1,2,0.0,Existing Customer,0.2153,Medium
808169358,Blue,$40K - $60K,57,5,50,3,4,0.186,Existing Customer,0.2153,Medium
714578283,Blue,$60K - $80K,47,6,28,3,0,0.0,Existing Customer,0.2153,Medium
717494358,Blue,Less than $40K,58,2,123,2,5,0.31,Existing Customer,0.2152,Medium
713905608,Blue,Less than $40K,56,5,63,2,2,0.0,Existing Customer,0.215,Medium
771575058,Blue,Less than $40K,45,4,55,3,4,0.893,Existing Customer,0.2149,Medium
709075533,Blue,$80K - $120K,41,4,90,3,3,0.0,Attrited Customer,0.2149,Medium
711594858,Blue,Less than $40K,44,3,70,3,2,0.442,Existing Customer,0.2148,Medium
709769283,Blue,Unknown,36,6,70,3,3,0.0,Existing Customer,0.2147,Medium
708740808,Blue,$40K - $60K,45,5,54,3,4,0.0,Existing Customer,0.2143,Medium
783361533,Silver,$60K - $80K,41,2,112,3,2,0.035,Existing Customer,0.2142,Medium
779858058,Blue,Less than $40K,34,4,72,1,3,0.0,Existing Customer,0.2138,Medium
719934783,Blue,$80K - $120K,43,4,105,2,2,0.183,Existing Customer,0.2137,Medium
827631483,Blue,$80K - $120K,57,3,55,2,4,0.068,Existing Customer,0.2136,Medium
715215108,Blue,Less than $40K,54,4,68,3,3,0.602,Existing Customer,0.2136,Medium
718934058,Blue,$40K - $60K,36,4,51,3,2,0.885,Existing Customer,0.2134,Medium
711227883,Blue,Less than $40K,41,2,121,3,3,0.453,Existing Customer,0.2134,Medium
720267033,Blue,$80K - $120K,34,3,63,3,2,0.35,Existing Customer,0.2133,Medium
710201058,Blue,Less than $40K,46,3,65,3,2,0.496,Existing Customer,0.2132,Medium
778956033,Blue,$80K - $120K,51,3,104,2,3,0.045,Existing Customer,0.213,Medium
716645883,Blue,$60K - $80K,47,3,68,2,2,0.0,Existing Customer,0.2129,Medium
756989583,Blue,$40K - $60K,41,4,68,2,2,0.0,Existing Customer,0.2128,Medium
708158133,Blue,$80K - $120K,45,3,50,2,2,0.83,Attrited Customer,0.2127,Medium
754671558,Blue,Less than $40K,50,6,48,1,4,0.653,Existing Customer,0.2125,Medium
712114458,Blue,Less than $40K,49,6,64,3,3,0.62,Existing Customer,0.2125,Medium
710745633,Blue,$120K +,53,2,112,3,3,0.039,Existing Customer,0.2124,Medium
711857733,Blue,$60K - $80K,49,3,34,2,2,0.135,Existing Customer,0.2123,Medium
805485933,Blue,Less than $40K,45,2,101,1,3,0.628,Existing Customer,0.2121,Medium
709764483,Blue,$60K - $80K,61,1,65,1,2,0.094,Attrited Customer,0.2121,Medium
715015683,Blue,$40K - $60K,44,5,39,3,1,0.374,Existing Customer,0.212,Medium
716414958,Blue,Unknown,39,3,66,3,3,0.814,Existing Customer,0.212,Medium
778661358,Blue,Less than $40K,46,2,40,3,2,0.866,Existing Customer,0.2114,Medium
711949683,Blue,$40K - $60K,55,6,44,2,3,0.571,Attrited Customer,0.2109,Medium
714823308,Gold,Less than $40K,55,2,98,3,3,0.123,Existing Customer,0.2108,Medium
715165758,Blue,$120K +,44,3,56,4,1,0.021,Existing Customer,0.2108,Medium
718039683,Blue,$40K - $60K,52,3,29,1,2,0.096,Existing Customer,0.2105,Medium
716988633,Blue,$60K - $80K,55,6,38,1,2,0.0,Existing Customer,0.2105,Medium
789413958,Blue,$80K - $120K,53,4,53,2,3,0.085,Existing Customer,0.2104,Medium
712880283,Blue,$40K - $60K,31,3,45,3,0,0.275,Existing Customer,0.2103,Medium
719260608,Silver,$60K - $80K,38,5,53,3,2,0.045,Existing Customer,0.2103,Medium
713661933,Blue,Less than $40K,44,5,70,1,3,0.0,Existing Customer,0.2102,Medium
710175783,Blue,Unknown,45,4,59,2,1,0.525,Existing Customer,0.2102,Medium
772758783,Blue,$80K - $120K,43,5,60,1,5,0.035,Existing Customer,0.2099,Medium
714912408,Blue,$80K - $120K,45,3,88,1,1,0.057,Existing Customer,0.2099,Medium
719378658,Silver,$80K - $120K,57,6,69,3,4,0.04,Existing Customer,0.2097,Medium
710725383,Blue,$40K - $60K,42,3,66,2,1,0.0,Existing Customer,0.2095,Medium
794637333,Silver,Less than $40K,44,2,77,2,2,0.0,Existing Customer,0.2095,Medium
709289358,Blue,$80K - $120K,46,4,53,1,2,0.156,Existing Customer,0.2094,Medium
718025808,Blue,$60K - $80K,61,6,55,3,4,0.331,Existing Customer,0.2093,Medium
709216533,Blue,$80K - $120K,52,6,64,3,4,0.278,Existing Customer,0.2093,Medium
714585033,Blue,Less than $40K,41,3,78,5,1,0.734,Existing Customer,0.2092,Medium
711676908,Blue,Unknown,51,3,56,2,3,0.115,Existing Customer,0.2091,Medium
715974783,Blue,$80K - $120K,53,4,69,3,3,0.0,Existing Customer,0.2089,Medium
720578058,Blue,$60K - $80K,53,3,67,3,4,0.283,Existing Customer,0.2086,Medium
787226508,Blue,$60K - $80K,47,2,82,3,3,0.063,Existing Customer,0.2086,Medium
713894358,Gold,$80K - $120K,51,2,98,3,2,0.024,Existing Customer,0.2085,Medium
708082083,Blue,Less than $40K,45,4,111,3,3,0.469,Existing Customer,0.2085,Medium
718088133,Blue,Less than $40K,40,6,27,1,0,0.452,Existing Customer,0.2085,Medium
778839108,Blue,Less than $40K,50,3,74,1,4,0.0,Existing Customer,0.2084,Medium
784725333,Blue,$40K - $60K,41,4,18,2,1,0.152,Existing Customer,0.2083,Medium
712152408,Gold,$60K - $80K,44,1,97,2,1,0.056,Existing Customer,0.2082,Medium
712489158,Blue,Unknown,36,5,59,3,2,0.259,Existing Customer,0.2081,Medium
783561558,Blue,$120K +,57,4,61,2,3,0.0,Existing Customer,0.2079,Medium
709752183,Blue,$60K - $80K,48,4,37,2,2,0.22,Existing Customer,0.2077,Medium
709494483,Blue,Less than $40K,63,4,36,2,1,0.79,Existing Customer,0.2075,Medium
787983633,Blue,Less than $40K,35,6,33,1,3,0.79,Existing Customer,0.2075,Medium
716198358,Blue,$40K - $60K,33,4,55,2,3,0.796,Existing Customer,0.2073,Medium
708974283,Blue,$60K - $80K,50,5,95,1,1,0.0,Existing Customer,0.2073,Medium
717859233,Blue,$80K - $120K,41,1,82,3,2,0.2,Existing Customer,0.2069,Medium
797488158,Blue,$60K - $80K,52,5,36,3,0,0.076,Existing Customer,0.2068,Medium
712021233,Blue,$60K - $80K,33,5,74,1,3,0.0,Attrited Customer,0.2067,Medium
708937608,Blue,Less than $40K,37,4,66,1,2,0.683,Existing Customer,0.2065,Medium
719951208,Blue,$60K - $80K,43,5,69,3,2,0.0,Existing Customer,0.2062,Medium
711830433,Blue,Less than $40K,44,1,87,2,1,0.133,Existing Customer,0.2059,Medium
708666258,Blue,$40K - $60K,43,5,33,3,0,0.221,Existing Customer,0.2059,Medium
768212583,Blue,$60K - $80K,49,4,49,4,4,0.099,Existing Customer,0.2058,Medium
715102308,Blue,$40K - $60K,50,5,47,1,2,0.556,Existing Customer,0.2057,Medium
719341683,Blue,$120K +,42,3,72,2,4,0.031,Existing Customer,0.2055,Medium
813890883,Blue,Less than $40K,44,4,65,2,1,0.0,Existing Customer,0.2054,Medium
770268933,Silver,$60K - $80K,44,3,66,2,2,0.028,Existing Customer,0.2053,Medium
719913783,Blue,$40K - $60K,40,2,105,2,3,0.207,Existing Customer,0.2053,Medium
788874333,Blue,$120K +,55,3,67,1,4,0.083,Existing Customer,0.2052,Medium
720196158,Blue,$60K - $80K,48,6,67,3,3,0.0,Existing Customer,0.2049,Medium
708761733,Blue,Unknown,52,2,63,2,2,0.191,Existing Customer,0.2049,Medium
794514108,Blue,Unknown,50,4,65,2,2,0.0,Existing Customer,0.2049,Medium
715596783,Blue,Less than $40K,29,3,72,3,3,0.605,Existing Customer,0.2048,Medium
709871658,Blue,Less than $40K,47,2,86,3,3,0.329,Existing Customer,0.2046,Medium
719649408,Blue,$60K - $80K,46,6,44,3,3,0.055,Existing Customer,0.2045,Medium
803655333,Silver,$60K - $80K,53,1,103,3,3,0.079,Existing Customer,0.2044,Medium
710014683,Blue,Less than $40K,31,3,65,3,2,0.208,Existing Customer,0.2043,Medium
709363383,Blue,Unknown,34,3,61,4,2,0.037,Existing Customer,0.2043,Medium
779727558,Blue,Less than $40K,49,4,71,2,3,0.596,Existing Customer,0.2042,Medium
714757908,Silver,$120K +,46,4,56,1,3,0.04,Existing Customer,0.2039,Medium
809941233,Blue,$80K - $120K,53,4,38,1,3,0.777,Existing Customer,0.2038,Medium
807161508,Blue,Less than $40K,26,6,52,3,2,0.675,Existing Customer,0.2037,Medium
720145683,Blue,$60K - $80K,54,3,35,2,2,0.843,Existing Customer,0.2037,Medium
793952133,Blue,Less than $40K,32,6,33,2,3,0.832,Existing Customer,0.2037,Medium
715468083,Silver,Unknown,40,3,66,2,4,0.049,Existing Customer,0.2036,Medium
715822008,Blue,Less than $40K,32,4,35,2,2,0.61,Existing Customer,0.2035,Medium
713277783,Silver,$40K - $60K,45,6,55,2,2,0.048,Existing Customer,0.2034,Medium
819606258,Blue,$60K - $80K,48,5,55,3,3,0.186,Existing Customer,0.2033,Medium
714388158,Blue,Unknown,36,3,73,2,1,0.049,Existing Customer,0.2033,Medium
771790083,Silver,Less than $40K,43,4,64,3,2,0.199,Existing Customer,0.2032,Medium
720403008,Blue,Unknown,50,4,79,4,1,0.0,Existing Customer,0.2032,Medium
719888358,Blue,$80K - $120K,47,5,58,3,5,0.077,Existing Customer,0.2032,Medium
710402508,Blue,$80K - $120K,52,4,69,3,4,0.0,Existing Customer,0.2031,Medium
715312158,Blue,Less than $40K,41,4,59,2,3,0.779,Existing Customer,0.203,Medium
718799958,Blue,Unknown,60,2,106,3,3,0.148,Existing Customer,0.203,Medium
716745408,Blue,$80K - $120K,54,1,81,2,3,0.156,Existing Customer,0.2029,Medium
779645658,Blue,$60K - $80K,49,3,59,1,4,0.206,Existing Customer,0.2028,Medium
715217733,Blue,Unknown,33,5,61,1,4,0.066,Existing Customer,0.2027,Medium
814181433,Blue,$40K - $60K,46,1,64,3,2,0.43,Existing Customer,0.2027,Medium
788474658,Blue,$80K - $120K,55,5,56,2,4,0.079,Existing Customer,0.2026,Medium
719914908,Silver,Less than $40K,37,3,44,3,2,0.16,Existing Customer,0.2025,Medium
709176108,Blue,Less than $40K,56,5,79,3,3,0.135,Existing Customer,0.2024,Medium
716004258,Blue,$60K - $80K,45,1,120,1,3,0.248,Existing Customer,0.2023,Medium
715038033,Blue,Less than $40K,61,3,80,3,1,0.088,Existing Customer,0.2023,Medium
708396033,Blue,Less than $40K,45,1,101,2,2,0.425,Existing Customer,0.2023,Medium
788038383,Blue,Less than $40K,33,3,48,2,2,0.6,Existing Customer,0.2021,Medium
716996583,Blue,$120K +,50,3,35,1,2,0.583,Existing Customer,0.2021,Medium
794843883,Blue,$80K - $120K,41,6,33,1,2,0.035,Existing Customer,0.2021,Medium
715599633,Silver,$80K - $120K,51,2,89,3,2,0.0,Existing Customer,0.202,Medium
785055108,Blue,$60K - $80K,52,4,60,2,4,0.106,Existing Customer,0.202,Medium
720158208,Blue,$60K - $80K,37,4,49,3,2,0.714,Existing Customer,0.202,Medium
716911608,Blue,$80K - $120K,48,4,71,1,4,0.662,Existing Customer,0.2018,Medium
710311233,Blue,Unknown,44,3,86,3,3,0.0,Existing Customer,0.2018,Medium
718538958,Blue,Less than $40K,55,6,82,3,4,0.0,Existing Customer,0.2016,Medium
788908308,Blue,$40K - $60K,46,2,116,3,2,0.0,Existing Customer,0.2015,Medium
806656083,Blue,$40K - $60K,48,3,70,2,4,0.158,Existing Customer,0.2013,Medium
713287608,Blue,Less than $40K,54,5,62,4,4,0.386,Existing Customer,0.2013,Medium
718792758,Blue,Unknown,35,2,80,3,2,0.174,Existing Customer,0.2012,Medium
714256758,Blue,$60K - $80K,50,3,66,1,1,0.0,Existing Customer,0.2012,Medium
794675058,Blue,$80K - $120K,36,5,43,3,2,0.391,Attrited Customer,0.2012,Medium
779514558,Blue,Less than $40K,41,1,96,1,1,0.228,Existing Customer,0.2011,Medium
717078933,Blue,Less than $40K,40,3,69,2,4,0.599,Existing Customer,0.2008,Medium
720479058,Blue,Less than $40K,50,4,64,2,2,0.592,Existing Customer,0.2004,Medium
714789033,Blue,Less than $40K,54,3,51,3,3,0.793,Attrited Customer,0.2004,Medium
802890333,Blue,$40K - $60K,59,5,34,1,3,0.714,Existing Customer,0.2002,Medium
714516783,Silver,Less than $40K,54,4,56,3,1,0.11,Existing Customer,0.2001,Medium
772712658,Blue,Less than $40K,62,5,34,1,2,0.435,Existing Customer,0.2001,Medium
709238358,Blue,Unknown,51,1,87,3,2,0.042,Existing Customer,0.1999,Low
721349883,Blue,Less than $40K,51,3,59,2,1,0.731,Existing Customer,0.1999,Low
708369633,Gold,Less than $40K,34,6,67,3,2,0.119,Attrited Customer,0.1999,Low
789528183,Blue,Unknown,39,4,47,2,3,0.693,Existing Customer,0.1997,Low
717283008,Blue,Unknown,44,2,108,1,2,0.184,Existing Customer,0.1995,Low
721530633,Blue,$40K - $60K,51,1,104,1,1,0.351,Existing Customer,0.1994,Low
717480783,Blue,$80K - $120K,39,3,100,1,2,0.217,Existing Customer,0.1991,Low
719657583,Blue,$40K - $60K,44,2,57,2,6,0.259,Attrited Customer,0.199,Low
720236433,Blue,$80K - $120K,41,1,67,2,3,0.332,Existing Customer,0.1989,Low
772437633,Blue,$60K - $80K,43,4,72,2,3,0.0,Existing Customer,0.1989,Low
711768858,Blue,$80K - $120K,55,3,20,2,3,0.347,Existing Customer,0.1988,Low
709487058,Silver,Less than $40K,51,6,56,2,3,0.082,Existing Customer,0.1988,Low
785134758,Blue,$80K - $120K,41,3,77,2,4,0.0,Existing Customer,0.1986,Low
714548733,Silver,$80K - $120K,35,6,64,3,3,0.0,Existing Customer,0.1985,Low
779998083,Blue,$40K - $60K,33,1,66,2,3,0.224,Existing Customer,0.1984,Low
710840433,Blue,$40K - $60K,34,2,51,1,3,0.222,Existing Customer,0.1984,Low
709183683,Blue,Less than $40K,31,4,56,2,0,0.0,Existing Customer,0.1982,Low
719384433,Blue,Less than $40K,44,5,57,2,3,0.641,Attrited Customer,0.1981,Low
804663258,Blue,$80K - $120K,54,3,49,1,4,0.147,Existing Customer,0.1981,Low
719628033,Blue,Unknown,33,5,52,3,3,0.273,Existing Customer,0.1981,Low
709219533,Blue,$60K - $80K,53,3,36,1,0,0.545,Existing Customer,0.1981,Low
736145283,Blue,$80K - $120K,43,6,59,1,4,0.0,Existing Customer,0.198,Low
713761608,Silver,$60K - $80K,44,2,90,3,3,0.048,Existing Customer,0.198,Low
769063308,Blue,$80K - $120K,45,6,36,2,2,0.08,Existing Customer,0.1977,Low
721440633,Blue,Less than $40K,55,5,71,2,3,0.112,Existing Customer,0.1977,Low
823621083,Blue,$120K +,46,3,74,3,4,0.102,Existing Customer,0.1975,Low
719327808,Blue,Unknown,52,5,34,1,2,0.628,Existing Customer,0.1974,Low
717229158,Blue,$40K - $60K,36,6,15,3,3,0.595,Existing Customer,0.1974,Low
787261008,Blue,$60K - $80K,43,4,75,3,4,0.274,Existing Customer,0.1973,Low
714111333,Blue,$60K - $80K,55,6,38,1,3,0.0,Existing Customer,0.1972,Low
709820658,Blue,$80K - $120K,45,3,64,2,3,0.034,Existing Customer,0.1971,Low
798007308,Blue,Unknown,57,6,41,1,0,0.0,Existing Customer,0.1971,Low
797643708,Blue,$120K +,47,3,53,1,4,0.047,Existing Customer,0.1969,Low
708813033,Blue,$40K - $60K,47,5,37,3,0,0.312,Existing Customer,0.1967,Low
718388733,Blue,Less than $40K,38,2,96,3,3,0.483,Existing Customer,0.1966,Low
717958833,Blue,$60K - $80K,46,5,25,1,2,0.456,Existing Customer,0.1963,Low
710760258,Blue,Less than $40K,50,4,81,3,4,0.0,Existing Customer,0.1963,Low
711787383,Blue,Less than $40K,52,3,64,1,3,0.729,Existing Customer,0.1963,Low
712753758,Blue,Less than $40K,57,4,75,4,3,0.696,Existing Customer,0.1961,Low
711902058,Blue,$60K - $80K,35,3,55,3,2,0.0,Existing Customer,0.1961,Low
717268458,Blue,$60K - $80K,61,4,50,3,4,0.511,Existing Customer,0.1959,Low
788290383,Blue,$40K - $60K,43,2,83,6,3,0.32,Existing Customer,0.1958,Low
712869783,Blue,Less than $40K,56,5,79,5,2,0.0,Existing Customer,0.1956,Low
716723658,Blue,Less than $40K,37,1,110,3,1,0.431,Existing Customer,0.1955,Low
720336708,Blue,$40K - $60K,53,5,42,3,2,0.45,Existing Customer,0.1955,Low
710540883,Blue,$80K - $120K,37,5,67,3,2,0.0,Existing Customer,0.1953,Low
